,time,amps,on
4242,02/02/19 11:31:30 PM,35.993,1
4244,02/02/19 11:32:30 PM,36.0525,1
4246,02/02/19 11:33:30 PM,36.0601,1
4248,02/02/19 11:34:30 PM,35.9289,1
4250,02/02/19 11:35:30 PM,35.8831,1
4252,02/02/19 11:36:30 PM,36.0204,1
4254,02/02/19 11:37:30 PM,35.7366,1
4256,02/02/19 11:38:30 PM,35.9609,1
4258,02/02/19 11:39:30 PM,35.8099,1
4260,02/02/19 11:40:30 PM,35.6832,1
4262,02/02/19 11:41:30 PM,35.8755,1
4264,02/02/19 11:42:30 PM,35.7824,1
4266,02/02/19 11:43:30 PM,35.8206,1
4268,02/02/19 11:44:30 PM,35.9442,1
4270,02/02/19 11:45:30 PM,35.9335,1
4272,02/02/19 11:46:30 PM,35.8679,1
4274,02/02/19 11:47:30 PM,35.8007,1
4276,02/02/19 11:48:30 PM,35.8556,1
4278,02/02/19 11:49:30 PM,35.8312,1
4280,02/02/19 11:50:30 PM,35.8572,1
4282,02/02/19 11:51:30 PM,35.8785,1
4284,02/02/19 11:52:30 PM,35.8083,1
4286,02/02/19 11:53:30 PM,35.8282,1
4288,02/02/19 11:54:30 PM,35.8129,1
4290,02/02/19 11:55:30 PM,35.9014,1
4292,02/02/19 11:56:30 PM,35.816,1
4294,02/02/19 11:57:30 PM,35.7778,1
4296,02/02/19 11:58:30 PM,35.8358,1
4298,02/02/19 11:59:30 PM,35.8358,1
4300,02/03/19 12:00:30 AM,35.9442,1
4302,02/03/19 12:01:30 AM,35.7473,1
4304,02/03/19 12:02:30 AM,35.7076,1
4306,02/03/19 12:03:30 AM,35.8572,1
4308,02/03/19 12:04:30 AM,35.9564,1
4310,02/03/19 12:05:30 AM,35.7,1
4312,02/03/19 12:06:30 AM,35.8267,1
4314,02/03/19 12:07:30 AM,35.7534,1
4316,02/03/19 12:08:30 AM,35.8419,1
4318,02/03/19 12:09:30 AM,35.7321,1
4320,02/03/19 12:10:30 AM,0.0305,0
4322,02/03/19 12:11:30 AM,0.028999999999999998,0
4324,02/03/19 12:12:30 AM,0.0275,0
4326,02/03/19 12:13:30 AM,0.0275,0
4328,02/03/19 12:14:30 AM,0.0275,0
4330,02/03/19 12:15:30 AM,0.0275,0
4332,02/03/19 12:16:30 AM,0.0275,0
4334,02/03/19 12:17:30 AM,0.0275,0
4336,02/03/19 12:18:30 AM,0.0275,0
4338,02/03/19 12:19:30 AM,37.1099,1
4340,02/03/19 12:20:30 AM,37.3159,1
4342,02/03/19 12:21:30 AM,38.3627,1
4344,02/03/19 12:22:30 AM,39.1226,1
4346,02/03/19 12:23:30 AM,35.7061,1
4348,02/03/19 12:24:30 AM,36.1975,1
4350,02/03/19 12:25:30 AM,36.1517,1
4352,02/03/19 12:26:30 AM,35.6756,1
4354,02/03/19 12:27:30 AM,35.6619,1
4356,02/03/19 12:28:30 AM,35.6954,1
4358,02/03/19 12:29:30 AM,35.5825,1
4360,02/03/19 12:30:30 AM,35.5749,1
4362,02/03/19 12:31:30 AM,35.6054,1
4364,02/03/19 12:32:30 AM,35.580999999999996,1
4366,02/03/19 12:33:30 AM,35.6847,1
4368,02/03/19 12:34:30 AM,35.5108,1
4370,02/03/19 12:35:30 AM,35.4208,1
4372,02/03/19 12:36:30 AM,35.6008,1
4374,02/03/19 12:37:30 AM,35.4391,1
4376,02/03/19 12:38:30 AM,35.5352,1
4378,02/03/19 12:39:30 AM,35.5383,1
4380,02/03/19 12:40:30 AM,35.5978,1
4382,02/03/19 12:41:30 AM,35.5795,1
4384,02/03/19 12:42:30 AM,35.4788,1
4386,02/03/19 12:43:30 AM,35.491,1
4388,02/03/19 12:44:30 AM,35.3658,1
4390,02/03/19 12:45:30 AM,35.6268,1
4392,02/03/19 12:46:30 AM,35.6039,1
4394,02/03/19 12:47:30 AM,35.4589,1
4396,02/03/19 12:48:30 AM,35.5917,1
4398,02/03/19 12:49:30 AM,35.5871,1
4400,02/03/19 12:50:30 AM,35.5703,1
4402,02/03/19 12:51:30 AM,35.6649,1
4404,02/03/19 12:52:30 AM,35.5673,1
4406,02/03/19 12:53:30 AM,35.5291,1
4408,02/03/19 12:54:30 AM,35.6405,1
4410,02/03/19 12:55:30 AM,35.5413,1
4412,02/03/19 12:56:30 AM,35.9487,1
4414,02/03/19 12:57:30 AM,35.9777,1
4416,02/03/19 12:58:30 AM,35.9655,1
4418,02/03/19 12:59:30 AM,36.0159,1
4420,02/03/19 01:00:30 AM,35.8953,1
4422,02/03/19 01:01:30 AM,35.8968,1
4424,02/03/19 01:02:30 AM,35.7488,1
4426,02/03/19 01:03:30 AM,35.7122,1
4428,02/03/19 01:04:30 AM,35.8877,1
4430,02/03/19 01:05:30 AM,35.9213,1
4432,02/03/19 01:06:30 AM,35.9289,1
4434,02/03/19 01:07:30 AM,35.8267,1
4436,02/03/19 01:08:30 AM,35.6435,1
4438,02/03/19 01:09:30 AM,36.0204,1
4440,02/03/19 01:10:30 AM,0.0305,0
4442,02/03/19 01:11:30 AM,0.0275,0
4444,02/03/19 01:12:30 AM,0.0275,0
4446,02/03/19 01:13:30 AM,0.0275,0
4448,02/03/19 01:14:30 AM,0.0275,0
4450,02/03/19 01:15:30 AM,0.0275,0
4452,02/03/19 01:16:30 AM,0.0275,0
4454,02/03/19 01:17:30 AM,0.0275,0
4456,02/03/19 01:18:30 AM,0.0275,0
4458,02/03/19 01:19:30 AM,37.3251,1
4460,02/03/19 01:20:30 AM,36.8002,1
4462,02/03/19 01:21:30 AM,38.172,1
4464,02/03/19 01:22:30 AM,38.4237,1
4466,02/03/19 01:23:30 AM,38.7045,1
4468,02/03/19 01:24:30 AM,38.6984,1
4470,02/03/19 01:25:30 AM,38.7762,1
4472,02/03/19 01:26:30 AM,38.8769,1
4474,02/03/19 01:27:30 AM,38.8479,1
4476,02/03/19 01:28:30 AM,38.8968,1
4478,02/03/19 01:29:30 AM,38.8724,1
4480,02/03/19 01:30:30 AM,36.2295,1
4482,02/03/19 01:31:30 AM,35.5673,1
4484,02/03/19 01:32:30 AM,35.4345,1
4486,02/03/19 01:33:30 AM,35.4299,1
4488,02/03/19 01:34:30 AM,35.4864,1
4490,02/03/19 01:35:30 AM,35.461999999999996,1
4492,02/03/19 01:36:30 AM,35.3185,1
4494,02/03/19 01:37:30 AM,35.3994,1
4496,02/03/19 01:38:30 AM,35.404,1
4498,02/03/19 01:39:30 AM,35.3841,1
4500,02/03/19 01:40:30 AM,35.3613,1
4502,02/03/19 01:41:30 AM,35.3002,1
4504,02/03/19 01:42:30 AM,35.4391,1
4506,02/03/19 01:43:30 AM,35.2056,1
4508,02/03/19 01:44:30 AM,35.3185,1
4510,02/03/19 01:45:30 AM,35.259,1
4512,02/03/19 01:46:30 AM,35.3216,1
4514,02/03/19 01:47:30 AM,35.4376,1
4516,02/03/19 01:48:30 AM,35.3307,1
4518,02/03/19 01:49:30 AM,35.2911,1
4520,02/03/19 01:50:30 AM,35.4162,1
4522,02/03/19 01:51:30 AM,35.2163,1
4524,02/03/19 01:52:30 AM,35.2178,1
4526,02/03/19 01:53:30 AM,35.0927,1
4528,02/03/19 01:54:30 AM,35.1873,1
4530,02/03/19 01:55:30 AM,35.1476,1
4532,02/03/19 01:56:30 AM,35.317,1
4534,02/03/19 01:57:30 AM,35.259,1
4536,02/03/19 01:58:30 AM,35.201,1
4538,02/03/19 01:59:30 AM,35.0622,1
4540,02/03/19 02:00:30 AM,34.966,1
4542,02/03/19 02:01:30 AM,35.2056,1
4544,02/03/19 02:02:30 AM,35.1247,1
4546,02/03/19 02:03:30 AM,35.0469,1
4548,02/03/19 02:04:30 AM,35.079,1
4550,02/03/19 02:05:30 AM,35.0607,1
4552,02/03/19 02:06:30 AM,35.0958,1
4554,02/03/19 02:07:30 AM,34.9783,1
4556,02/03/19 02:08:30 AM,35.1324,1
4558,02/03/19 02:09:30 AM,35.1217,1
4560,02/03/19 02:10:30 AM,0.028999999999999998,0
4562,02/03/19 02:11:30 AM,0.0275,0
4564,02/03/19 02:12:30 AM,0.0275,0
4566,02/03/19 02:13:30 AM,0.0275,0
4568,02/03/19 02:14:30 AM,0.0275,0
4570,02/03/19 02:15:30 AM,0.0275,0
4572,02/03/19 02:16:30 AM,0.0275,0
4574,02/03/19 02:17:30 AM,0.0275,0
4576,02/03/19 02:18:30 AM,0.0275,0
4578,02/03/19 02:19:30 AM,36.6979,1
4580,02/03/19 02:20:30 AM,36.3348,1
4582,02/03/19 02:21:30 AM,37.5509,1
4584,02/03/19 02:22:30 AM,38.0316,1
4586,02/03/19 02:23:30 AM,38.3642,1
4588,02/03/19 02:24:30 AM,38.2101,1
4590,02/03/19 02:25:30 AM,38.1598,1
4592,02/03/19 02:26:30 AM,38.3017,1
4594,02/03/19 02:27:30 AM,38.2208,1
4596,02/03/19 02:28:30 AM,38.2269,1
4598,02/03/19 02:29:30 AM,38.172,1
4600,02/03/19 02:30:30 AM,38.2788,1
4602,02/03/19 02:31:30 AM,38.2391,1
4604,02/03/19 02:32:30 AM,38.3917,1
4606,02/03/19 02:33:30 AM,38.3612,1
4608,02/03/19 02:34:30 AM,38.3169,1
4610,02/03/19 02:35:30 AM,38.3948,1
4612,02/03/19 02:36:30 AM,38.1552,1
4614,02/03/19 02:37:30 AM,38.2025,1
4616,02/03/19 02:38:30 AM,38.3352,1
4618,02/03/19 02:39:30 AM,38.291,1
4620,02/03/19 02:40:30 AM,38.3444,1
4622,02/03/19 02:41:30 AM,38.2437,1
4624,02/03/19 02:42:30 AM,38.4115,1
4626,02/03/19 02:43:30 AM,38.4314,1
4628,02/03/19 02:44:30 AM,38.3612,1
4630,02/03/19 02:45:30 AM,38.291,1
4632,02/03/19 02:46:30 AM,38.3673,1
4634,02/03/19 02:47:30 AM,38.2452,1
4636,02/03/19 02:48:30 AM,38.2055,1
4638,02/03/19 02:49:30 AM,38.3062,1
4640,02/03/19 02:50:30 AM,38.4192,1
4642,02/03/19 02:51:30 AM,38.4878,1
4644,02/03/19 02:52:30 AM,38.4344,1
4646,02/03/19 02:53:30 AM,38.471,1
4648,02/03/19 02:54:30 AM,38.3825,1
4650,02/03/19 02:55:30 AM,38.3902,1
4652,02/03/19 02:56:30 AM,38.4024,1
4654,02/03/19 02:57:30 AM,38.4131,1
4656,02/03/19 02:58:30 AM,38.294000000000004,1
4658,02/03/19 02:59:30 AM,38.4085,1
4660,02/03/19 03:00:30 AM,38.407,1
4662,02/03/19 03:01:30 AM,38.3856,1
4664,02/03/19 03:02:30 AM,38.4131,1
4666,02/03/19 03:03:30 AM,38.7137,1
4668,02/03/19 03:04:30 AM,38.7182,1
4670,02/03/19 03:05:30 AM,38.6831,1
4672,02/03/19 03:06:30 AM,38.6007,1
4674,02/03/19 03:07:30 AM,0.0275,0
4676,02/03/19 03:08:30 AM,0.0259,0
4678,02/03/19 03:09:30 AM,0.0259,0
4680,02/03/19 03:10:30 AM,0.0259,0
4682,02/03/19 03:11:30 AM,0.0259,0
4684,02/03/19 03:12:30 AM,0.0259,0
4686,02/03/19 03:13:30 AM,0.0259,0
4688,02/03/19 03:14:30 AM,0.0275,0
4690,02/03/19 03:15:30 AM,36.91,1
4692,02/03/19 03:16:30 AM,38.2925,1
4694,02/03/19 03:17:30 AM,38.525999999999996,1
4696,02/03/19 03:18:30 AM,38.6709,1
4698,02/03/19 03:19:30 AM,38.5962,1
4700,02/03/19 03:20:30 AM,38.645,1
4702,02/03/19 03:21:30 AM,38.6801,1
4704,02/03/19 03:22:30 AM,38.6908,1
4706,02/03/19 03:23:30 AM,38.7533,1
4708,02/03/19 03:24:30 AM,38.9258,1
4710,02/03/19 03:25:30 AM,38.7823,1
4712,02/03/19 03:26:30 AM,38.6587,1
4714,02/03/19 03:27:30 AM,38.8205,1
4716,02/03/19 03:28:30 AM,38.6862,1
4718,02/03/19 03:29:30 AM,38.6831,1
4720,02/03/19 03:30:30 AM,38.8251,1
4722,02/03/19 03:31:30 AM,38.7839,1
4724,02/03/19 03:32:30 AM,38.6862,1
4726,02/03/19 03:33:30 AM,38.7335,1
4728,02/03/19 03:34:30 AM,38.7533,1
4730,02/03/19 03:35:30 AM,38.5718,1
4732,02/03/19 03:36:30 AM,38.9502,1
4734,02/03/19 03:37:30 AM,38.8403,1
4736,02/03/19 03:38:30 AM,38.6923,1
4738,02/03/19 03:39:30 AM,38.7304,1
4740,02/03/19 03:40:30 AM,38.645,1
4742,02/03/19 03:41:30 AM,38.5458,1
4744,02/03/19 03:42:30 AM,38.6069,1
4746,02/03/19 03:43:30 AM,38.8525,1
4748,02/03/19 03:44:30 AM,38.8373,1
4750,02/03/19 03:45:30 AM,38.4344,1
4752,02/03/19 03:46:30 AM,38.6786,1
4754,02/03/19 03:47:30 AM,38.6557,1
4756,02/03/19 03:48:30 AM,38.6343,1
4758,02/03/19 03:49:30 AM,38.6755,1
4760,02/03/19 03:50:30 AM,0.028999999999999998,0
4762,02/03/19 03:51:30 AM,0.0259,0
4764,02/03/19 03:52:30 AM,0.0259,0
4766,02/03/19 03:53:30 AM,0.0259,0
4768,02/03/19 03:54:30 AM,0.0259,0
4770,02/03/19 03:55:30 AM,0.0259,0
4772,02/03/19 03:56:30 AM,0.0259,0
4774,02/03/19 03:57:30 AM,0.0275,0
4776,02/03/19 03:58:30 AM,0.0275,0
4778,02/03/19 03:59:30 AM,37.3663,1
4780,02/03/19 04:00:30 AM,38.0056,1
4782,02/03/19 04:01:30 AM,38.4314,1
4784,02/03/19 04:02:30 AM,38.3642,1
4786,02/03/19 04:03:30 AM,38.4955,1
4788,02/03/19 04:04:30 AM,38.2193,1
4790,02/03/19 04:05:30 AM,38.2437,1
4792,02/03/19 04:06:30 AM,38.2422,1
4794,02/03/19 04:07:30 AM,38.5138,1
4796,02/03/19 04:08:30 AM,38.6328,1
4798,02/03/19 04:09:30 AM,38.7869,1
4800,02/03/19 04:10:30 AM,38.5962,1
4802,02/03/19 04:11:30 AM,38.7137,1
4804,02/03/19 04:12:30 AM,38.6755,1
4806,02/03/19 04:13:30 AM,38.584,1
4808,02/03/19 04:14:30 AM,38.6206,1
4810,02/03/19 04:15:30 AM,38.6084,1
4812,02/03/19 04:16:30 AM,38.5489,1
4814,02/03/19 04:17:30 AM,38.586999999999996,1
4816,02/03/19 04:18:30 AM,38.6191,1
4818,02/03/19 04:19:30 AM,38.7335,1
4820,02/03/19 04:20:30 AM,38.6831,1
4822,02/03/19 04:21:30 AM,38.6191,1
4824,02/03/19 04:22:30 AM,38.5473,1
4826,02/03/19 04:23:30 AM,38.6297,1
4828,02/03/19 04:24:30 AM,38.5718,1
4830,02/03/19 04:25:30 AM,38.6267,1
4832,02/03/19 04:26:30 AM,38.5641,1
4834,02/03/19 04:27:30 AM,0.0259,0
4836,02/03/19 04:28:30 AM,0.0259,0
4838,02/03/19 04:29:30 AM,0.0259,0
4840,02/03/19 04:30:30 AM,0.0259,0
4842,02/03/19 04:31:30 AM,0.0259,0
4844,02/03/19 04:32:30 AM,0.0259,0
4846,02/03/19 04:33:30 AM,0.0259,0
4848,02/03/19 04:34:30 AM,0.0275,0
4850,02/03/19 04:35:30 AM,0.0275,0
4852,02/03/19 04:36:30 AM,36.5484,1
4854,02/03/19 04:37:30 AM,38.1964,1
4856,02/03/19 04:38:30 AM,38.584,1
4858,02/03/19 04:39:30 AM,38.584,1
4860,02/03/19 04:40:30 AM,38.7732,1
4862,02/03/19 04:41:30 AM,38.7854,1
4864,02/03/19 04:42:30 AM,38.8052,1
4866,02/03/19 04:43:30 AM,38.9487,1
4868,02/03/19 04:44:30 AM,38.9212,1
4870,02/03/19 04:45:30 AM,38.8891,1
4872,02/03/19 04:46:30 AM,38.8937,1
4874,02/03/19 04:47:30 AM,38.9136,1
4876,02/03/19 04:48:30 AM,38.7091,1
4878,02/03/19 04:49:30 AM,38.8617,1
4880,02/03/19 04:50:30 AM,38.8205,1
4882,02/03/19 04:51:30 AM,38.8159,1
4884,02/03/19 04:52:30 AM,38.8174,1
4886,02/03/19 04:53:30 AM,38.7869,1
4888,02/03/19 04:54:30 AM,38.6831,1
4890,02/03/19 04:55:30 AM,38.6252,1
4892,02/03/19 04:56:30 AM,38.6847,1
4894,02/03/19 04:57:30 AM,38.7213,1
4896,02/03/19 04:58:30 AM,38.705999999999996,1
4898,02/03/19 04:59:30 AM,38.7076,1
4900,02/03/19 05:00:30 AM,38.5977,1
4902,02/03/19 05:01:30 AM,38.6236,1
4904,02/03/19 05:02:30 AM,38.5794,1
4906,02/03/19 05:03:30 AM,0.0275,0
4908,02/03/19 05:04:30 AM,0.0259,0
4910,02/03/19 05:05:30 AM,0.0259,0
4912,02/03/19 05:06:30 AM,0.0259,0
4914,02/03/19 05:07:30 AM,0.0259,0
4916,02/03/19 05:08:30 AM,0.0259,0
4918,02/03/19 05:09:30 AM,0.0259,0
4920,02/03/19 05:10:30 AM,0.0259,0
4922,02/03/19 05:11:30 AM,0.0275,0
4924,02/03/19 05:12:30 AM,0.0275,0
4926,02/03/19 05:13:30 AM,38.0713,1
4928,02/03/19 05:14:30 AM,38.3032,1
4930,02/03/19 05:15:30 AM,38.2681,1
4932,02/03/19 05:16:30 AM,38.6114,1
4934,02/03/19 05:17:30 AM,38.5214,1
4936,02/03/19 05:18:30 AM,38.4314,1
4938,02/03/19 05:19:30 AM,38.5885,1
4940,02/03/19 05:20:30 AM,38.4588,1
4942,02/03/19 05:21:30 AM,38.529,1
4944,02/03/19 05:22:30 AM,38.5092,1
4946,02/03/19 05:23:30 AM,38.4878,1
4948,02/03/19 05:24:30 AM,38.6526,1
4950,02/03/19 05:25:30 AM,38.5885,1
4952,02/03/19 05:26:30 AM,38.613,1
4954,02/03/19 05:27:30 AM,38.4924,1
4956,02/03/19 05:28:30 AM,38.6236,1
4958,02/03/19 05:29:30 AM,38.3154,1
4960,02/03/19 05:30:30 AM,38.3841,1
4962,02/03/19 05:31:30 AM,38.5183,1
4964,02/03/19 05:32:30 AM,38.4665,1
4966,02/03/19 05:33:30 AM,38.323,1
4968,02/03/19 05:34:30 AM,38.3948,1
4970,02/03/19 05:35:30 AM,38.3719,1
4972,02/03/19 05:36:30 AM,38.4817,1
4974,02/03/19 05:37:30 AM,0.0259,0
4976,02/03/19 05:38:30 AM,0.0259,0
4978,02/03/19 05:39:30 AM,0.0259,0
4980,02/03/19 05:40:30 AM,0.0259,0
4982,02/03/19 05:41:30 AM,0.0259,0
4984,02/03/19 05:42:30 AM,0.0259,0
4986,02/03/19 05:43:30 AM,0.0259,0
4988,02/03/19 05:44:30 AM,0.0259,0
4990,02/03/19 05:45:30 AM,0.0275,0
4992,02/03/19 05:46:30 AM,0.0275,0
4994,02/03/19 05:47:30 AM,37.966,1
4996,02/03/19 05:48:30 AM,38.2147,1
4998,02/03/19 05:49:30 AM,38.2238,1
5000,02/03/19 05:50:30 AM,38.3108,1
5002,02/03/19 05:51:30 AM,38.407,1
5004,02/03/19 05:52:30 AM,38.4146,1
5006,02/03/19 05:53:30 AM,38.2712,1
5008,02/03/19 05:54:30 AM,38.3322,1
5010,02/03/19 05:55:30 AM,38.3581,1
5012,02/03/19 05:56:30 AM,38.3474,1
5014,02/03/19 05:57:30 AM,38.2773,1
5016,02/03/19 05:58:30 AM,38.3642,1
5018,02/03/19 05:59:30 AM,38.2559,1
5020,02/03/19 06:00:30 AM,38.349000000000004,1
5022,02/03/19 06:01:30 AM,38.2788,1
5024,02/03/19 06:02:30 AM,38.2773,1
5026,02/03/19 06:03:30 AM,38.2269,1
5028,02/03/19 06:04:30 AM,38.2849,1
5030,02/03/19 06:05:30 AM,38.204,1
5032,02/03/19 06:06:30 AM,38.2895,1
5034,02/03/19 06:07:30 AM,38.2162,1
5036,02/03/19 06:08:30 AM,38.2681,1
5038,02/03/19 06:09:30 AM,38.2635,1
5040,02/03/19 06:10:30 AM,0.0259,0
5042,02/03/19 06:11:30 AM,0.0259,0
5044,02/03/19 06:12:30 AM,0.0244,0
5046,02/03/19 06:13:30 AM,0.0244,0
5048,02/03/19 06:14:30 AM,0.0244,0
5050,02/03/19 06:15:30 AM,0.0244,0
5052,02/03/19 06:16:30 AM,0.0244,0
5054,02/03/19 06:17:30 AM,0.0244,0
5056,02/03/19 06:18:30 AM,0.0275,0
5058,02/03/19 06:19:30 AM,0.0275,0
5060,02/03/19 06:20:30 AM,36.4141,1
5062,02/03/19 06:21:30 AM,37.7005,1
5064,02/03/19 06:22:30 AM,38.1155,1
5066,02/03/19 06:23:30 AM,38.1506,1
5068,02/03/19 06:24:30 AM,38.2712,1
5070,02/03/19 06:25:30 AM,38.2635,1
5072,02/03/19 06:26:30 AM,38.2116,1
5074,02/03/19 06:27:30 AM,38.3093,1
5076,02/03/19 06:28:30 AM,38.2055,1
5078,02/03/19 06:29:30 AM,38.1445,1
5080,02/03/19 06:30:30 AM,38.1521,1
5082,02/03/19 06:31:30 AM,38.1689,1
5084,02/03/19 06:32:30 AM,38.2727,1
5086,02/03/19 06:33:30 AM,38.1918,1
5088,02/03/19 06:34:30 AM,38.1521,1
5090,02/03/19 06:35:30 AM,38.172,1
5092,02/03/19 06:36:30 AM,38.0056,1
5094,02/03/19 06:37:30 AM,38.3032,1
5096,02/03/19 06:38:30 AM,38.1735,1
5098,02/03/19 06:39:30 AM,38.1994,1
5100,02/03/19 06:40:30 AM,38.201,1
5102,02/03/19 06:41:30 AM,38.2132,1
5104,02/03/19 06:42:30 AM,38.2895,1
5106,02/03/19 06:43:30 AM,0.0244,0
5108,02/03/19 06:44:30 AM,0.0244,0
5110,02/03/19 06:45:30 AM,0.0244,0
5112,02/03/19 06:46:30 AM,0.0244,0
5114,02/03/19 06:47:30 AM,0.0214,0
5116,02/03/19 06:48:30 AM,0.0214,0
5118,02/03/19 06:49:30 AM,0.0214,0
5120,02/03/19 06:50:30 AM,0.0229,0
5122,02/03/19 06:51:30 AM,0.0229,0
5124,02/03/19 06:52:30 AM,0.0229,0
5126,02/03/19 06:53:30 AM,37.7829,1
5128,02/03/19 06:54:30 AM,38.0896,1
5130,02/03/19 06:55:30 AM,38.2345,1
5132,02/03/19 06:56:30 AM,38.3047,1
5134,02/03/19 06:57:30 AM,38.2422,1
5136,02/03/19 06:58:30 AM,38.1827,1
5138,02/03/19 06:59:30 AM,38.1689,1
5140,02/03/19 07:00:30 AM,38.3688,1
5142,02/03/19 07:01:30 AM,38.2528,1
5144,02/03/19 07:02:30 AM,38.2147,1
5146,02/03/19 07:03:30 AM,38.0774,1
5148,02/03/19 07:04:30 AM,38.1445,1
5150,02/03/19 07:05:30 AM,38.2681,1
5152,02/03/19 07:06:30 AM,38.4848,1
5154,02/03/19 07:07:30 AM,38.1964,1
5156,02/03/19 07:08:30 AM,38.1979,1
5158,02/03/19 07:09:30 AM,38.1872,1
5160,02/03/19 07:10:30 AM,38.2864,1
5162,02/03/19 07:11:30 AM,38.2528,1
5164,02/03/19 07:12:30 AM,38.2376,1
5166,02/03/19 07:13:30 AM,0.0305,0
5168,02/03/19 07:14:30 AM,0.0214,0
5170,02/03/19 07:15:30 AM,0.0214,0
5172,02/03/19 07:16:30 AM,0.0214,0
5174,02/03/19 07:17:30 AM,0.0214,0
5176,02/03/19 07:18:30 AM,0.0214,0
5178,02/03/19 07:19:30 AM,0.0214,0
5180,02/03/19 07:20:30 AM,0.0214,0
5182,02/03/19 07:21:30 AM,0.0229,0
5184,02/03/19 07:22:30 AM,0.0229,0
5186,02/03/19 07:23:30 AM,36.6644,1
5188,02/03/19 07:24:30 AM,38.027,1
5190,02/03/19 07:25:30 AM,38.1323,1
5192,02/03/19 07:26:30 AM,38.0697,1
5194,02/03/19 07:27:30 AM,38.3185,1
5196,02/03/19 07:28:30 AM,38.323,1
5198,02/03/19 07:29:30 AM,38.3352,1
5200,02/03/19 07:30:30 AM,38.5138,1
5202,02/03/19 07:31:30 AM,38.4375,1
5204,02/03/19 07:32:30 AM,38.439,1
5206,02/03/19 07:33:30 AM,38.5199,1
5208,02/03/19 07:34:30 AM,38.4619,1
5210,02/03/19 07:35:30 AM,38.0331,1
5212,02/03/19 07:36:30 AM,38.2345,1
5214,02/03/19 07:37:30 AM,38.4405,1
5216,02/03/19 07:38:30 AM,38.4161,1
5218,02/03/19 07:39:30 AM,38.5595,1
5220,02/03/19 07:40:30 AM,38.4512,1
5222,02/03/19 07:41:30 AM,38.5458,1
5224,02/03/19 07:42:30 AM,38.5473,1
5226,02/03/19 07:43:30 AM,0.0214,0
5228,02/03/19 07:44:30 AM,0.0214,0
5230,02/03/19 07:45:30 AM,0.0214,0
5232,02/03/19 07:46:30 AM,0.0214,0
5234,02/03/19 07:47:30 AM,0.0214,0
5236,02/03/19 07:48:30 AM,0.0229,0
5238,02/03/19 07:49:30 AM,0.0229,0
5240,02/03/19 07:50:30 AM,0.0244,0
5242,02/03/19 07:51:30 AM,0.0244,0
5244,02/03/19 07:52:30 AM,34.9599,1
5246,02/03/19 07:53:30 AM,38.1949,1
5248,02/03/19 07:54:30 AM,38.7915,1
5250,02/03/19 07:55:30 AM,38.7778,1
5252,02/03/19 07:56:30 AM,38.9487,1
5254,02/03/19 07:57:30 AM,38.6572,1
5256,02/03/19 07:58:30 AM,39.0112,1
5258,02/03/19 07:59:30 AM,38.9685,1
5260,02/03/19 08:00:30 AM,38.9319,1
5262,02/03/19 08:01:30 AM,39.0478,1
5264,02/03/19 08:02:30 AM,38.8754,1
5266,02/03/19 08:03:30 AM,38.9456,1
5268,02/03/19 08:04:30 AM,39.0738,1
5270,02/03/19 08:05:30 AM,39.0646,1
5272,02/03/19 08:06:30 AM,39.2035,1
5274,02/03/19 08:07:30 AM,39.115,1
5276,02/03/19 08:08:30 AM,38.9761,1
5278,02/03/19 08:09:30 AM,39.1012,1
5280,02/03/19 08:10:30 AM,39.0738,1
5282,02/03/19 08:11:30 AM,35.5749,1
5284,02/03/19 08:12:30 AM,35.7946,1
5286,02/03/19 08:13:30 AM,35.7137,1
5288,02/03/19 08:14:30 AM,35.6527,1
5290,02/03/19 08:15:30 AM,35.5291,1
5292,02/03/19 08:16:30 AM,35.4452,1
5294,02/03/19 08:17:30 AM,0.0305,0
5296,02/03/19 08:18:30 AM,0.0275,0
5298,02/03/19 08:19:30 AM,0.0275,0
5300,02/03/19 08:20:30 AM,0.0275,0
5302,02/03/19 08:21:30 AM,0.0275,0
5304,02/03/19 08:22:30 AM,0.0275,0
5306,02/03/19 08:23:30 AM,0.028999999999999998,0
5308,02/03/19 08:24:30 AM,0.028999999999999998,0
5310,02/03/19 08:25:30 AM,0.028999999999999998,0
5312,02/03/19 08:26:30 AM,0.028999999999999998,0
5314,02/03/19 08:27:30 AM,38.439,1
5316,02/03/19 08:28:30 AM,38.7182,1
5318,02/03/19 08:29:30 AM,35.0774,1
5320,02/03/19 08:30:30 AM,35.7855,1
5322,02/03/19 08:31:30 AM,36.0357,1
5324,02/03/19 08:32:30 AM,36.0922,1
5326,02/03/19 08:33:30 AM,36.3027,1
5328,02/03/19 08:34:30 AM,35.8541,1
5330,02/03/19 08:35:30 AM,36.0678,1
5332,02/03/19 08:36:30 AM,35.4788,1
5334,02/03/19 08:37:30 AM,35.6649,1
5336,02/03/19 08:38:30 AM,35.7153,1
5338,02/03/19 08:39:30 AM,35.4299,1
5340,02/03/19 08:40:30 AM,35.555,1
5342,02/03/19 08:41:30 AM,35.7198,1
5344,02/03/19 08:42:30 AM,35.8129,1
5346,02/03/19 08:43:30 AM,36.1028,1
5348,02/03/19 08:44:30 AM,36.0922,1
5350,02/03/19 08:45:30 AM,35.9945,1
5352,02/03/19 08:46:30 AM,36.1715,1
5354,02/03/19 08:47:30 AM,36.0159,1
5356,02/03/19 08:48:30 AM,36.2402,1
5358,02/03/19 08:49:30 AM,36.0922,1
